,Scientific Name,Vernacular name,Class,Order,Family,Genus,Species,Latitude - original,Longitude - original,Geodetic datum - original,Latitude,Longitude,Coordinate Uncertainty in Metres,Country - parsed,State - parsed,Local Government Areas 2011,IBRA 7 Regions,Collector
888,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.87209,142.62065,WGS84,-34.87209,142.62065,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca | DEBRUYN R. Ryan
892,Haematopus fuliginosus,sooty oystercatcher,Aves,Charadriiformes,Haematopodidae,Haematopus,Haematopus fuliginosus,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
893,Ctenotus spaldingi,Straight-browed Ctenotus,Reptilia,Squamata,Scincidae,Ctenotus,Ctenotus spaldingi,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,SAHG  South Australian Herpetology
894,Gymnorhina tibicen,Australian Magpie,Aves,Passeriformes,Artamidae,Gymnorhina,Gymnorhina tibicen,-38.08215,141.09636,WGS84,-38.08215,141.09636,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
895,Calidris (Ereunetes) ruficollis,Red-necked Stint,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris ruficollis,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
897,AVES,Birds,Aves,,,,,-35.24825,142.31798,WGS84,-35.24825,142.31798,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca | DEBRUYN R. Ryan
898,Rhipidura (Rhipidura) albiscapa,Grey Fantail,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura albiscapa,-38.09278,141.09957,WGS84,-38.09278,141.09957,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
899,Phylidonyris (Meliornis) novaehollandiae,New Holland Honeyeater,Aves,Passeriformes,Meliphagidae,Phylidonyris,Phylidonyris novaehollandiae,-38.08215,141.09636,WGS84,-38.08215,141.09636,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,CAMPELL J Jeff
900,Chalcites basalis,Horsfield's Bronze-cuckoo,Aves,Cuculiformes,Cuculidae,Chalcites,Chalcites basalis,-35.4204,140.9658,WGS84,-35.4204,140.9658,500.0,Australia,Victoria,Southern Mallee (DC),Murray Darling Depression,KIESKAMP H. Helga
901,Merops (Merops) ornatus,Rainbow Bee-eater,Aves,Coraciiformes,Meropidae,Merops,Merops ornatus,-35.4204,140.9658,WGS84,-35.4204,140.9658,500.0,Australia,Victoria,Southern Mallee (DC),Murray Darling Depression,KIESKAMP H. Helga
902,Limosa lapponica,Bar-tailed Godwit,Aves,Charadriiformes,Scolopacidae,Limosa,Limosa lapponica,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
904,Delma inornata,Patternless Delma,Reptilia,Squamata,Pygopodidae,Delma,Delma inornata,-36.97035,140.97055,WGS84,-36.97035,140.97055,50.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,STRATMAN B. Bronwyn
907,Neophema (Neonanodes) chrysostoma,Blue-winged Parrot,Aves,Psittaciformes,Psittacidae,Neophema,Neophema chrysostoma,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
908,Cacatua (Cacatua) galerita,Sulphur-crested Cockatoo,Aves,Psittaciformes,Cacatuidae,Cacatua,Cacatua galerita,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,PATON J. Joan
909,Tadorna (Casarca) tadornoides,Grunter,Aves,Anseriformes,Anatidae,Tadorna,Tadorna tadornoides,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,PATON J. Joan
910,Litoria raniformis,Southern Bell Frog,Amphibia,Anura,Hylidae,Litoria,Litoria raniformis,-37.10902,141.0425,WGS84,-37.10902,141.0425,50.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,STRATMAN B. Bronwyn
911,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.727270000000004,141.70496,WGS84,-34.727270000000004,141.70496,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
913,Ardea (Ardea) pacifica,White-necked Heron,Aves,Ciconiiformes,Ardeidae,Ardea,Ardea pacifica,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,POSSINGHAM H.P. Hugh
914,Dicaeum (Dicaeum) hirundinaceum,Mistletoebird,Aves,Passeriformes,Nectariniidae,Dicaeum,Dicaeum hirundinaceum,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
915,AVES,Birds,Aves,,,,,-34.667840000000005,141.49795,WGS84,-34.667840000000005,141.49795,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,MAHER P. Philip
916,Platycercus (Platycercus) elegans,Crimson Rosella,Aves,Psittaciformes,Psittacidae,Platycercus,Platycercus elegans,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
917,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.73485,141.66616000000002,WGS84,-34.73485,141.66616000000002,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
918,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.661,141.4936,WGS84,-34.661,141.4936,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
919,AVES,Birds,Aves,,,,,-34.70794,141.62084,WGS84,-34.70794,141.62084,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
920,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.76617,141.61279,WGS84,-34.76617,141.61279,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
921,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.745459999999994,141.66593999999998,WGS84,-34.745459999999994,141.66593999999998,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
922,Eolophus roseicapilla,Galah,Aves,Psittaciformes,Cacatuidae,Eolophus,Eolophus roseicapilla,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
923,Phaps (Phaps) chalcoptera,Common Bronzewing,Aves,Columbiformes,Columbidae,Phaps,Phaps chalcoptera,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
924,Calidris (Ereunetes) ruficollis,Red-necked Stint,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris ruficollis,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
925,Porphyrio (Porphyrio) porphyrio,Purple Swamphen,Aves,Gruiformes,Rallidae,Porphyrio,Porphyrio porphyrio,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,POSSINGHAM H.P. Hugh
926,Nannoperca australis,Southern Pigmy Perch,Actinopterygii,Perciformes,Percichthyidae,Nannoperca,Nannoperca australis,-37.09843,141.01293,WGS84,-37.09843,141.01293,500.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,HAMMER M. Michael | SLATER S. Scott
928,Chalcites lucidus,Shining Bronze-cuckoo,Aves,Cuculiformes,Cuculidae,Chalcites,Chalcites lucidus,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
929,Psephotus (Psephotus) haematonotus,Red-rumped Parrot,Aves,Psittaciformes,Psittacidae,Psephotus,Psephotus haematonotus,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,POSSINGHAM H.P. Hugh
930,Platalea (Platibis) flavipes,Yellow-billed Spoonbill,Aves,Ciconiiformes,Threskiornithidae,Platalea,Platalea flavipes,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,PATON J. Joan
932,Calyptorhynchus (Calyptorhynchus) banksii graptogyne,Red-tailed Black Cockatoo (south-east Subspecies),Aves,Psittaciformes,Cacatuidae,Calyptorhynchus,Calyptorhynchus banksii,-38.0,141.0,WGS84,-38.0,141.0,10250.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,RED TAIL BLACK COCKATOO VOLUNTEERS
933,Eopsaltria (Eopsaltria) australis,Eastern Yellow Robin,Aves,Passeriformes,Petroicidae,Eopsaltria,Eopsaltria australis,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
934,Phascolarctos cinereus,Koala,Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,Phascolarctos cinereus,-37.924440000000004,141.28423,WGS84,-37.924440000000004,141.28423,250.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,HAYWOOD B. Bryan
935,Litoria raniformis,Southern Bell Frog,Amphibia,Anura,Hylidae,Litoria,Litoria raniformis,-37.00485,141.14055,WGS84,-37.00485,141.14055,50.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,STRATMAN B. Bronwyn
936,Nycticorax caledonicus,Nankeen night heron,Aves,Ciconiiformes,Ardeidae,Nycticorax,Nycticorax caledonicus,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
937,Passer (Passer) domesticus,House sparrow,Aves,Passeriformes,Passeridae,Passer,Passer domesticus,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,PATON J. Joan
938,Glossopsitta concinna,Musk Lorikeet,Aves,Psittaciformes,Psittacidae,Glossopsitta,Glossopsitta concinna,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,PATON J. Joan
939,Charadrius (Charadrius) ruficapillus,Red-capped Dotterel,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius ruficapillus,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
940,Glossopsitta concinna,Musk Lorikeet,Aves,Psittaciformes,Psittacidae,Glossopsitta,Glossopsitta concinna,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,POSSINGHAM H.P. Hugh
941,AVES,Birds,Aves,,,,,-34.71459,141.74035,WGS84,-34.71459,141.74035,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,CLARKE R.H. Rohan
942,Petrochelidon (Hylochelidon) nigricans,Tree Martin,Aves,Passeriformes,Hirundinidae,Petrochelidon,Petrochelidon nigricans,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,POSSINGHAM H.P. Hugh
943,Cacatua (Licmetis) tenuirostris,Long-billed Corella,Aves,Psittaciformes,Cacatuidae,Cacatua,Cacatua tenuirostris,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,PATON J. Joan
944,Platalea (Platibis) flavipes,Yellow-billed Spoonbill,Aves,Ciconiiformes,Threskiornithidae,Platalea,Platalea flavipes,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,POSSINGHAM H.P. Hugh
945,Daphoenositta (Neositta) chrysoptera,Varied Sittella,Aves,Passeriformes,Neosittidae,Daphoenositta,Daphoenositta chrysoptera,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
946,Psephotus (Psephotus) haematonotus,Red-rumped Parrot,Aves,Psittaciformes,Psittacidae,Psephotus,Psephotus haematonotus,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,PATON J. Joan
947,Rhipidura (Rhipidura) albiscapa,Grey Fantail,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura albiscapa,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
948,Phascolarctos cinereus,Koala,Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,Phascolarctos cinereus,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
949,Nannoperca obscura,Yarra pigmy perch,Actinopterygii,Perciformes,Percichthyidae,Nannoperca,Nannoperca obscura,-37.09843,141.01293,WGS84,-37.09843,141.01293,500.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,HAMMER M. Michael | SLATER S. Scott
950,Megalurus gramineus,Little Grassbird,Aves,Passeriformes,Megaluridae,Megalurus,Megalurus gramineus,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,PATON J. Joan
951,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.7157,141.73998999999998,WGS84,-34.7157,141.73998999999998,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,CLARKE R.H. Rohan
952,Macropus giganteus,Eastern Grey Kangaroo,Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus giganteus,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
954,Pseudomys shortridgei,Heath Rat,Mammalia,Rodentia,Muridae,Pseudomys,Pseudomys shortridgei,-37.99577,140.96771999999999,WGS84,-37.99577,140.96771999999999,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
956,Sternula nereis,Fairy Tern,Aves,Charadriiformes,Laridae,Sternula,Sternula nereis,-38.06025,140.99088,WGS84,-38.06025,140.99088,1000.0,Australia,Victoria,,,CHRISTIE M. Maureen
957,Nannoperca australis,Southern Pigmy Perch,Actinopterygii,Perciformes,Percichthyidae,Nannoperca,Nannoperca australis,-37.14141,141.07793999999998,WGS84,-37.14141,141.07793999999998,50.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,WHITEROD N. Nick | BROWN (EX VEALE) L. Lauren
958,AVES,Birds,Aves,,,,,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
959,Charadrius (Charadrius) ruficapillus,Red-capped Dotterel,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius ruficapillus,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
960,Anas (Anas) superciliosa,Grey duck,Aves,Anseriformes,Anatidae,Anas,Anas superciliosa,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,POSSINGHAM H.P. Hugh
961,Pseudomys shortridgei,Heath Rat,Mammalia,Rodentia,Muridae,Pseudomys,Pseudomys shortridgei,-37.99735,140.96694,WGS84,-37.99735,140.96694,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
962,Porphyrio (Porphyrio) porphyrio,Purple Swamphen,Aves,Gruiformes,Rallidae,Porphyrio,Porphyrio porphyrio,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
963,Cacatua (Licmetis) tenuirostris,Long-billed Corella,Aves,Psittaciformes,Cacatuidae,Cacatua,Cacatua tenuirostris,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,POSSINGHAM H.P. Hugh
964,Nannoperca australis,Southern Pigmy Perch,Actinopterygii,Perciformes,Percichthyidae,Nannoperca,Nannoperca australis,-37.14114,141.07728999999998,WGS84,-37.14114,141.07728999999998,500.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,HAMMER M. Michael | SLATER S. Scott
965,Anas (Anas) superciliosa,Grey duck,Aves,Anseriformes,Anatidae,Anas,Anas superciliosa,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
966,Hypseleotris,Carp Gudgeons,Actinopterygii,Perciformes,Eleotridae,Hypseleotris,,-37.108509999999995,141.04197,WGS84,-37.108509999999995,141.04197,500.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,HAMMER M. Michael | SLATER S. Scott
967,Dromaius novaehollandiae,Emu,Aves,Struthioniformes,Casuariidae,Dromaius,Dromaius novaehollandiae,-35.00025,140.96681999999998,WGS84,-35.00025,140.96681999999998,10000.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,TEUBNER C.P. Chris
968,Falcunculus frontatus frontatus,Eastern Shrike-tit,Aves,Passeriformes,Pachycephalidae,Falcunculus,Falcunculus frontatus,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
969,Cacomantis (Vidgenia) flabelliformis,Fan-tailed Cuckoo,Aves,Cuculiformes,Cuculidae,Cacomantis,Cacomantis flabelliformis,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
970,Haematopus fuliginosus,sooty oystercatcher,Aves,Charadriiformes,Haematopodidae,Haematopus,Haematopus fuliginosus,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
971,Climacteris (Climacteris) picumnus,Brown Treecreeper,Aves,Passeriformes,Climacteridae,Climacteris,Climacteris picumnus,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,PATON J. Joan
973,Pachycephala (Pachycephala) pectoralis,Golden Whistler,Aves,Passeriformes,Pachycephalidae,Pachycephala,Pachycephala pectoralis,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
975,Phalacrocorax (Phalacrocorax) sulcirostris,Little Black Cormorant,Aves,Pelecaniformes,Phalacrocoracidae,Phalacrocorax,Phalacrocorax sulcirostris,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
976,Erythrogonys cinctus,Red-kneed Dotterel,Aves,Charadriiformes,Charadriidae,Erythrogonys,Erythrogonys cinctus,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,POSSINGHAM H.P. Hugh
977,Passer (Passer) domesticus,House sparrow,Aves,Passeriformes,Passeridae,Passer,Passer domesticus,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,POSSINGHAM H.P. Hugh
978,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.661,141.4936,WGS84,-34.661,141.4936,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
979,Nannoperca australis,Southern Pigmy Perch,Actinopterygii,Perciformes,Percichthyidae,Nannoperca,Nannoperca australis,-37.108509999999995,141.04197,WGS84,-37.108509999999995,141.04197,500.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,HAMMER M. Michael | SLATER S. Scott
980,Hirundo (Hirundo) neoxena,Welcome Swallow,Aves,Passeriformes,Hirundinidae,Hirundo,Hirundo neoxena,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,POSSINGHAM H.P. Hugh
981,Gambusia holbrooki,Gambies,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia holbrooki,-37.108509999999995,141.04197,WGS84,-37.108509999999995,141.04197,500.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,HAMMER M. Michael | SLATER S. Scott
982,AVES,Birds,Aves,,,,,-34.661,141.4936,WGS84,-34.661,141.4936,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
983,Tringa (Glottis) nebularia,Greenshank,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa nebularia,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
984,Stipiturus malachurus polionotum,Southern Emu-wren (south East Ssp),Aves,Passeriformes,Maluridae,Stipiturus,Stipiturus malachurus,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
985,Cormobates leucophaea,White-throated Treecreeper,Aves,Passeriformes,Climacteridae,Cormobates,Cormobates leucophaea,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
986,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.70554,141.65658,WGS84,-34.70554,141.65658,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,BOULTON R.L. Rebecca
987,Manorina (Myzantha) melanocephala,Noisy Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina melanocephala,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,POSSINGHAM H.P. Hugh
990,Pseudomys shortridgei,Heath Rat,Mammalia,Rodentia,Muridae,Pseudomys,Pseudomys shortridgei,-37.99585,140.96767,WGS84,-37.99585,140.96767,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
991,Galaxias olidus,Inland Galaxias,Actinopterygii,Salmoniformes,Galaxiidae,Galaxias,Galaxias olidus,-37.10048,141.03068000000002,WGS84,-37.10048,141.03068000000002,500.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,HAMMER M. Michael | SLATER S. Scott
992,Egretta novaehollandiae,White-faced Heron,Aves,Ciconiiformes,Ardeidae,Egretta,Egretta novaehollandiae,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,PATON J. Joan
993,Gymnorhina tibicen,Australian Magpie,Aves,Passeriformes,Artamidae,Gymnorhina,Gymnorhina tibicen,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,POSSINGHAM H.P. Hugh
994,Haematopus longirostris,Australian Pied Oystercatcher,Aves,Charadriiformes,Haematopodidae,Haematopus,Haematopus longirostris,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
995,Limnodynastes peronii,Brown-striped Frog,Amphibia,Anura,Limnodynastidae,Limnodynastes,Limnodynastes peronii,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
996,Eolophus roseicapilla,Galah,Aves,Psittaciformes,Cacatuidae,Eolophus,Eolophus roseicapilla,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,PATON J. Joan
997,AVES,Birds,Aves,,,,,-34.72681,141.70445,WGS84,-34.72681,141.70445,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,LUDEWIGS L. Lorraine
998,Tachyglossus aculeatus,Short-beaked Echidna,Mammalia,Monotremata,Tachyglossidae,Tachyglossus,Tachyglossus aculeatus,-35.85911,140.97366,WGS84,-35.85911,140.97366,1000.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,DAVIS J.C. John
999,Lampropholis guichenoti,Pale-flecked Garden Sunskink,Reptilia,Squamata,Scincidae,Lampropholis,Lampropholis guichenoti,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
1000,Chalcites basalis,Horsfield's Bronze-cuckoo,Aves,Cuculiformes,Cuculidae,Chalcites,Chalcites basalis,-38.03823,141.2466,WGS84,-38.03823,141.2466,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,UNKNOWN  N/A | HAYWOOD B. Bryan
1001,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.70773,141.64561,WGS84,-34.70773,141.64561,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,THAXTON R. Richard
